epoch,train_loss,train_acc,val_loss,val_acc
1,0.6899512149208221,0.5890068707058088,2.42318569094527,0.6358525921299188
2,0.6514745317584839,0.6289818863210493,0.6221838958707511,0.6552154903185509
3,0.6252021432219453,0.6517801374141162,0.6383728957643696,0.6514678326046222
4,0.6147429476033396,0.6723922548407245,0.578072637903924,0.6951905059337914
5,0.581936615616528,0.6958151155527795,0.5906080019240286,0.7058088694565896
6,0.5535642400902895,0.7242348532167395,0.64749595172265,0.6989381636477202
7,0.5394873028963952,0.7306371018113679,0.5058070199162352,0.7589006870705809
8,0.5151417400706467,0.7515615240474703,0.49459363870760975,0.7945034353529045
9,0.4879534204504383,0.7710805746408494,0.42695585477585885,0.8013741411617739
10,0.4740399850245139,0.7810743285446596,0.4142112977364484,0.8194878201124297
11,0.4362196550143892,0.7991880074953154,0.4082641446707295,0.8407245471580262
12,0.41640757476512474,0.8104309806371018,0.45645617876274913,0.7945034353529045
13,0.4006582941137143,0.820737039350406,0.32302002082852754,0.8525921299188007
14,0.38594220904865073,0.8307307932542161,0.312479969260155,0.8744534665833854
15,0.3684158047188574,0.8382261086820737,0.29623104719554677,0.8782011242973142
16,0.36732522149880725,0.844628357276702,0.2763756268164691,0.8844472204871955
17,0.3418360258364559,0.849156777014366,0.28407271206378937,0.8838226108682073
18,0.32851541020087344,0.8649281698938164,0.41231706183330685,0.8550905683947533
19,0.4194237304415869,0.811367895065584,0.31450338427926977,0.8788257339163024
20,0.33622998325385856,0.8522798251093067,0.28459713198975023,0.891317926296065
21,0.31546899631841857,0.8661773891317927,0.27160826646814157,0.8938163647720175
22,0.34176773218373163,0.8568082448469706,0.21405094686676474,0.9144284821986258
23,0.2887181895808201,0.8831980012492192,0.25526828961629494,0.9075577763897564
24,0.28003074873739214,0.8831980012492192,0.23679261201736973,0.9075577763897564
25,0.2830948435622661,0.881792629606496,0.26313963824627445,0.8938163647720175
26,0.27956579652480523,0.8856964397251718,0.2221647423564219,0.9212991880074953
27,0.26444637338023874,0.8905371642723298,0.22591869474626056,0.9075577763897564
28,0.24584481390702784,0.8985009369144284,0.24265040165069057,0.9031855090568395
29,0.2593475834869627,0.8964709556527171,0.23059009147040985,0.9156777014366021
30,0.26139730798886784,0.8949094316052467,0.190320768704017,0.933791380387258
31,0.23922975898826893,0.9002186133666459,0.17973709354797998,0.9287945034353529
32,0.2307473885738731,0.9106808244846971,0.1972267428303466,0.9094316052467208
33,0.2560023144628871,0.896627108057464,0.17302853833226597,0.9350405996252342
34,0.22089380025863647,0.9142723297938788,0.2532458400317267,0.905683947532792
35,0.2241920167163237,0.9117738913179263,0.16042051325533904,0.9400374765771393
36,0.20384669346521742,0.9170830730793255,0.24023988521566578,0.9312929419113054
37,0.20610048594092256,0.9189569019362899,0.22828983318279772,0.9400374765771393
38,0.21394524297941087,0.9095877576514678,0.13422826677560806,0.9494066208619613
39,0.19328686413332005,0.9253591505309182,0.17018048414120487,0.9325421611492817
40,0.1954462762634775,0.9231730168644597,0.1508702974693448,0.9350405996252342
41,0.21075768212773907,0.9183322923173017,0.1477871386736047,0.948157401623985
42,0.1899232047225409,0.9250468457214241,0.14856130936566522,0.94316052467208
43,0.16182112735024287,0.9358213616489693,0.14848549342622944,0.933791380387258
44,0.1776000431261549,0.9330106183635228,0.14152304565205293,0.9444097439100562
45,0.18687986901298684,0.9297314178638351,0.15987190173244945,0.94316052467208
46,0.17377821857396938,0.933791380387258,0.12493566219128814,0.9587757651467833
47,0.1599379236814543,0.938788257339163,0.11503978990310547,0.9581511555277952
48,0.15533949295753863,0.943316677076827,0.1201695045273678,0.957526545908807
49,0.16082515816820497,0.9430043722673329,0.1392072283608072,0.9537788881948782
50,0.15661552070236917,0.9383198001249219,0.16800497592810323,0.9406620861961275
51,0.14719586217062391,0.9447220487195502,0.11046990547694412,0.9587757651467833
52,0.14995245897762516,0.9414428482198626,0.11735168979594521,0.9606495940037476
53,0.1504931412173889,0.93894440974391,0.16969498429520458,0.9500312304809494
54,0.13975167745233175,0.9508119925046846,0.12240701081121669,0.9531542785758901
55,0.1516749210173811,0.9415990006246097,0.1283222495706058,0.9500312304809494
56,0.1447812369677113,0.9475327920049968,0.11228732034271839,0.9587757651467833
57,0.129531003224353,0.9536227357901311,0.11502972559309473,0.9581511555277952
58,0.12366573657117673,0.9522173641474079,0.14866078089849621,0.9475327920049968
59,0.13081116205665158,0.9533104309806371,0.12616651107137108,0.9494066208619613
60,0.12965130819869575,0.952998126171143,0.1021091469983552,0.9700187382885697
61,0.13438480758844917,0.9531542785758901,0.09842052319835798,0.9693941286695815
62,0.11013849395146566,0.9544034978138664,0.11986033264182362,0.9618988132417239
63,0.13086818413466067,0.9501873828856965,0.0985946475400352,0.9650218613366646
64,0.12254902381746478,0.9487820112429731,0.09817062185931147,0.9662710805746408
65,0.11192260881821017,0.9584634603372892,0.09939839566747348,0.9519050593379138
66,0.1214498498324138,0.9548719550281074,0.07618309752833025,0.9725171767645222
67,0.1117999480193972,0.9611180512179888,0.11514325863590427,0.9650218613366646
68,0.1089330786718658,0.9583073079325422,0.10301342146361575,0.9643972517176764
69,0.11454562102884647,0.9562773266708308,0.1196980195521724,0.9606495940037476
70,0.12251379485450574,0.9515927545284197,0.1231038979090312,0.9525296689569019
71,0.1262858987725641,0.9515927545284197,0.09403902986178211,0.9725171767645222
72,0.0934048153127576,0.9634603372891942,0.07864551120163764,0.9775140537164272
73,0.08800720102941405,0.9675202998126171,0.07311599378419273,0.9787632729544035
74,0.08596175501183305,0.9670518425983761,0.0766658501553477,0.9743910056214866
75,0.11042764648999,0.9601811367895066,0.1230775067473159,0.976889444097439
76,0.10029977553556511,0.962054965646471,0.08181233106034935,0.9706433479075578
77,0.10187245028751407,0.9636164896939413,0.1465958766913151,0.966895690193629
78,0.08421248789695415,0.9670518425983761,0.12178219645284116,0.9725171767645222
79,0.0862070654162127,0.9703310430980637,0.09683583500594192,0.9631480324797002
80,0.10363185173248066,0.9631480324797002,0.08626733904740974,0.9756402248594629
81,0.1038443375939494,0.9651780137414117,0.10766225070783905,0.9581511555277952
82,0.12952976288802143,0.9487820112429731,0.10205656918240529,0.9587757651467833
83,0.08368127908678123,0.9684572142410993,0.0805411579123899,0.9750156152404748
84,0.08099305011512739,0.9676764522173642,0.07410360304821356,0.9743910056214866
85,0.060762459954619874,0.9787632729544035,0.05410279189784299,0.9818863210493441
86,0.060077509293749706,0.9797001873828857,0.04953981185441508,0.9850093691442848
87,0.04643458226436184,0.9831355402873204,0.04648927326642854,0.9831355402873204
88,0.0526760632313547,0.9843847595252967,0.046178758865697125,0.9843847595252967
89,0.04214463187833386,0.9853216739537789,0.0402689139637183,0.9875078076202374
90,0.039571996595228635,0.9886008744534666,0.04178376225001343,0.9850093691442848
91,0.04005066914132342,0.9842286071205496,0.05459245161253813,0.985633978763273
92,0.03955912225258847,0.9868831980012492,0.04907492009977646,0.9868831980012492
93,0.03559241697213332,0.9878201124297314,0.04790747303552195,0.9887570268582137
94,0.038262409513667966,0.985946283572767,0.048667698934235996,0.9843847595252967
95,0.046855308564926555,0.9864147407870081,0.039842122951157244,0.9881324172392255
96,0.03819839298013894,0.9868831980012492,0.04423638747995902,0.9868831980012492
97,0.030523450873138857,0.9890693316677077,0.03739486052312285,0.9868831980012492
98,0.030534782119828567,0.9901623985009369,0.04050525063968392,0.9875078076202374
99,0.037991054914717964,0.9875078076202374,0.04056160463312385,0.9893816364772018
100,0.03211943551102208,0.9882885696439725,0.06600079350356086,0.9868831980012492
101,0.032303756011119435,0.9890693316677077,0.04064497890809149,0.9887570268582137
102,0.02772681223748678,0.9914116177389132,0.03730734803042758,0.9887570268582137
103,0.027179740050770528,0.9895377888819488,0.03597549666130148,0.9900062460961899
104,0.030338648113014354,0.9890693316677077,0.04263762802721056,0.9887570268582137
105,0.0406320033550369,0.9889131792629606,0.05111049257867111,0.9881324172392255
106,0.03543612293074306,0.9886008744534666,0.04912261795435174,0.9881324172392255
107,0.02876887338256825,0.9884447220487196,0.032410943609041475,0.9893816364772018
108,0.028713150130612635,0.9912554653341662,0.03465850257278219,0.9893816364772018
109,0.028784725693140216,0.990787008119925,0.039446160354761076,0.9887570268582137
110,0.02526851898071991,0.990787008119925,0.03572984412540773,0.9900062460961899
111,0.02822210360361861,0.9910993129294191,0.030183821307111752,0.9912554653341662
112,0.027476263581956123,0.9895377888819488,0.045253275884497984,0.9893816364772018
113,0.024563853109842722,0.9918800749531543,0.04891632381808378,0.9881324172392255
114,0.02502107536605564,0.9909431605246721,0.029470608679819668,0.9906308557151781
115,0.02846457775125039,0.9932854465958776,0.03682581553071299,0.985633978763273
116,0.02897854875605229,0.9878201124297314,0.03362613096011474,0.9893816364772018
117,0.024673159455907166,0.9929731417863835,0.0340624429221612,0.9893816364772018
118,0.025169840412731608,0.9906308557151781,0.033247433292369045,0.9912554653341662
119,0.029270966053536088,0.9928169893816364,0.030654019500955244,0.9893816364772018
120,0.027403124526796968,0.9909431605246721,0.033368867650792444,0.9887570268582137
121,0.021940006559282608,0.9935977514053717,0.029748311925989885,0.9900062460961899
122,0.02215944828299935,0.9920362273579013,0.02914786360091895,0.9906308557151781
123,0.021313565299387667,0.9929731417863835,0.030292458319808264,0.9900062460961899
124,0.022336418061868743,0.9926608369768894,0.028955098460702336,0.9906308557151781
125,0.03293452126049872,0.9906308557151781,0.033715372158707506,0.9893816364772018
126,0.02324174325006773,0.9915677701436603,0.03659752573744923,0.9900062460961899
127,0.01724649230326672,0.9943785134291068,0.04346294815346197,0.9887570268582137
128,0.016615137721121425,0.995627732667083,0.03802795177976163,0.9887570268582137
129,0.03106959492353455,0.9935977514053717,0.04242591782360036,0.9906308557151781
130,0.02432335865152745,0.9942223610243598,0.041615674136361726,0.9893816364772018
131,0.01854649174590543,0.9932854465958776,0.03516234515358091,0.9893816364772018
132,0.01655460474270585,0.9948469706433479,0.03817690756427599,0.9912554653341662
133,0.02410310771716214,0.9937539038101186,0.028969106544608103,0.9906308557151781
134,0.021977322809722515,0.9931292941911305,0.03033578903163217,0.9900062460961899
135,0.018633208427813068,0.9940662086196127,0.038464635488458486,0.9893816364772018
136,0.014598501109331615,0.9950031230480949,0.033564762449732014,0.9906308557151781
137,0.012297887136686026,0.9957838850718301,0.031160207014466982,0.9912554653341662
138,0.01437931159745487,0.9954715802623361,0.043423445304106995,0.9893816364772018
139,0.022651431531002755,0.9934415990006246,0.04422099995637979,0.9893816364772018
140,0.020753444618700694,0.9921923797626483,0.03226162209495099,0.9912554653341662
141,0.017365792461636765,0.9948469706433479,0.04707749045794081,0.9881324172392255
142,0.017397215019025962,0.9948469706433479,0.028886003560710735,0.9906308557151781
143,0.01983658340593061,0.9942223610243598,0.028929550466059214,0.9912554653341662
144,0.01608219517075482,0.9962523422860712,0.03759689037471224,0.9906308557151781
145,0.01773599285867809,0.9935977514053717,0.042395369562334105,0.9893816364772018
146,0.013004035910256137,0.9948469706433479,0.03134863036536319,0.9912554653341662
147,0.011121263277739523,0.9957838850718301,0.03291512938220894,0.9912554653341662
148,0.012998261599452814,0.9957838850718301,0.037026011366477034,0.9900062460961899
